"Step","volcanic-bush-67 - Test Accuracy","volcanic-bush-67 - Test Accuracy__MIN","volcanic-bush-67 - Test Accuracy__MAX","volcanic-bush-67 - Train Accuracy","volcanic-bush-67 - Train Accuracy__MIN","volcanic-bush-67 - Train Accuracy__MAX"
"847","","","","","",""
"848","","","","","",""
"849","","","","83.25581395348837","83.25581395348837","83.25581395348837"
"850","74.34210526315789","74.34210526315789","74.34210526315789","","",""
"851","","","","","",""
"852","","","","","",""
"853","","","","","",""
"854","","","","","",""
"855","","","","","",""
"856","","","","83.72093023255815","83.72093023255815","83.72093023255815"
"857","61.8421052631579","61.8421052631579","61.8421052631579","","",""
"858","","","","","",""
"859","","","","","",""
"860","","","","","",""
"861","","","","","",""
"862","","","","","",""
"863","","","","84.41860465116278","84.41860465116278","84.41860465116278"
"864","73.02631578947368","73.02631578947368","73.02631578947368","","",""
"865","","","","","",""
"866","","","","","",""
"867","","","","","",""
"868","","","","","",""
"869","","","","","",""
"870","","","","81.62790697674419","81.62790697674419","81.62790697674419"
"871","65.78947368421052","65.78947368421052","65.78947368421052","","",""
"872","","","","","",""
"873","","","","","",""
"874","","","","","",""
"875","","","","","",""
"876","","","","","",""
"877","","","","82.32558139534883","82.32558139534883","82.32558139534883"
"878","67.10526315789474","67.10526315789474","67.10526315789474","","",""
"879","","","","","",""
"880","","","","","",""
"881","","","","","",""
"882","","","","","",""
"883","","","","","",""
"884","","","","82.55813953488372","82.55813953488372","82.55813953488372"
"885","77.63157894736842","77.63157894736842","77.63157894736842","","",""
"886","","","","","",""
"887","","","","","",""
"888","","","","","",""
"889","","","","","",""
"890","","","","","",""
"891","","","","84.88372093023256","84.88372093023256","84.88372093023256"
"892","69.07894736842105","69.07894736842105","69.07894736842105","","",""
"893","","","","","",""
"894","","","","","",""
"895","","","","","",""
"896","","","","","",""
"897","","","","","",""
"898","","","","86.04651162790698","86.04651162790698","86.04651162790698"
"899","64.47368421052632","64.47368421052632","64.47368421052632","","",""
"900","","","","","",""
"901","","","","","",""
"902","","","","","",""
"903","","","","","",""
"904","","","","","",""
"905","","","","82.32558139534883","82.32558139534883","82.32558139534883"
"906","65.78947368421052","65.78947368421052","65.78947368421052","","",""
"907","","","","","",""
"908","","","","","",""
"909","","","","","",""
"910","","","","","",""
"911","","","","","",""
"912","","","","78.13953488372093","78.13953488372093","78.13953488372093"
"913","69.73684210526316","69.73684210526316","69.73684210526316","","",""
"914","","","","","",""
"915","","","","","",""
"916","","","","","",""
"917","","","","","",""
"918","","","","","",""
"919","","","","83.25581395348837","83.25581395348837","83.25581395348837"
"920","72.36842105263158","72.36842105263158","72.36842105263158","","",""
"921","","","","","",""
"922","","","","","",""
"923","","","","","",""
"924","","","","","",""
"925","","","","","",""
"926","","","","82.32558139534883","82.32558139534883","82.32558139534883"
"927","73.02631578947368","73.02631578947368","73.02631578947368","","",""
"928","","","","","",""
"929","","","","","",""
"930","","","","","",""
"931","","","","","",""
"932","","","","","",""
"933","","","","83.48837209302326","83.48837209302326","83.48837209302326"
"934","73.02631578947368","73.02631578947368","73.02631578947368","","",""
"935","","","","","",""
"936","","","","","",""
"937","","","","","",""
"938","","","","","",""
"939","","","","","",""
"940","","","","84.41860465116278","84.41860465116278","84.41860465116278"
"941","69.73684210526316","69.73684210526316","69.73684210526316","","",""
"942","","","","","",""
"943","","","","","",""
"944","","","","","",""
"945","","","","","",""
"946","","","","","",""
"947","","","","83.25581395348837","83.25581395348837","83.25581395348837"
"948","73.02631578947368","73.02631578947368","73.02631578947368","","",""
"949","","","","","",""
"950","","","","","",""
"951","","","","","",""
"952","","","","","",""
"953","","","","","",""
"954","","","","83.25581395348837","83.25581395348837","83.25581395348837"
"955","69.73684210526316","69.73684210526316","69.73684210526316","","",""
"956","","","","","",""
"957","","","","","",""
"958","","","","","",""
"959","","","","","",""
"960","","","","","",""
"961","","","","82.55813953488372","82.55813953488372","82.55813953488372"
"962","75.65789473684211","75.65789473684211","75.65789473684211","","",""
"963","","","","","",""
"964","","","","","",""
"965","","","","","",""
"966","","","","","",""
"967","","","","","",""
"968","","","","85.5813953488372","85.5813953488372","85.5813953488372"
"969","69.73684210526316","69.73684210526316","69.73684210526316","","",""
"970","","","","","",""
"971","","","","","",""
"972","","","","","",""
"973","","","","","",""
"974","","","","","",""
"975","","","","86.27906976744187","86.27906976744187","86.27906976744187"
"976","70.39473684210526","70.39473684210526","70.39473684210526","","",""
"977","","","","","",""
"978","","","","","",""
"979","","","","","",""
"980","","","","","",""
"981","","","","","",""
"982","","","","84.65116279069768","84.65116279069768","84.65116279069768"
"983","68.42105263157895","68.42105263157895","68.42105263157895","","",""
"984","","","","","",""
"985","","","","","",""
"986","","","","","",""
"987","","","","","",""
"988","","","","","",""
"989","","","","85.5813953488372","85.5813953488372","85.5813953488372"
"990","64.47368421052632","64.47368421052632","64.47368421052632","","",""
"991","","","","","",""
"992","","","","","",""
"993","","","","","",""
"994","","","","","",""
"995","","","","","",""
"996","","","","85.81395348837209","85.81395348837209","85.81395348837209"
"997","59.86842105263158","59.86842105263158","59.86842105263158","","",""
"998","","","","","",""
"999","","","","","",""
"1000","","","","","",""
"1001","","","","","",""
"1002","","","","","",""
"1003","","","","84.41860465116278","84.41860465116278","84.41860465116278"
"1004","76.97368421052632","76.97368421052632","76.97368421052632","","",""
"1005","","","","","",""
"1006","","","","","",""
"1007","","","","","",""
"1008","","","","","",""
"1009","","","","","",""
"1010","","","","82.32558139534883","82.32558139534883","82.32558139534883"
"1011","71.05263157894737","71.05263157894737","71.05263157894737","","",""
"1012","","","","","",""
"1013","","","","","",""
"1014","","","","","",""
"1015","","","","","",""
"1016","","","","","",""
"1017","","","","81.3953488372093","81.3953488372093","81.3953488372093"
"1018","67.76315789473684","67.76315789473684","67.76315789473684","","",""
"1019","","","","","",""
"1020","","","","","",""
"1021","","","","","",""
"1022","","","","","",""
"1023","","","","","",""
"1024","","","","82.7906976744186","82.7906976744186","82.7906976744186"
"1025","67.76315789473684","67.76315789473684","67.76315789473684","","",""
"1026","","","","","",""
"1027","","","","","",""
"1028","","","","","",""
"1029","","","","","",""
"1030","","","","","",""
"1031","","","","83.48837209302326","83.48837209302326","83.48837209302326"
"1032","69.07894736842105","69.07894736842105","69.07894736842105","","",""
"1033","","","","","",""
"1034","","","","","",""
"1035","","","","","",""
"1036","","","","","",""
"1037","","","","","",""
"1038","","","","82.7906976744186","82.7906976744186","82.7906976744186"
"1039","62.5","62.5","62.5","","",""
"1040","","","","","",""
"1041","","","","","",""
"1042","","","","","",""
"1043","","","","","",""
"1044","","","","","",""
"1045","","","","84.41860465116278","84.41860465116278","84.41860465116278"
"1046","68.42105263157895","68.42105263157895","68.42105263157895","","",""
"1047","","","","","",""
"1048","","","","","",""
"1049","","","","","",""
"1050","","","","","",""
"1051","","","","","",""
"1052","","","","84.18604651162791","84.18604651162791","84.18604651162791"
"1053","59.86842105263158","59.86842105263158","59.86842105263158","","",""
"1054","","","","","",""
"1055","","","","","",""
"1056","","","","","",""
"1057","","","","","",""
"1058","","","","","",""
"1059","","","","83.25581395348837","83.25581395348837","83.25581395348837"
"1060","71.05263157894737","71.05263157894737","71.05263157894737","","",""
"1061","","","","","",""
"1062","","","","","",""
"1063","","","","","",""
"1064","","","","","",""
"1065","","","","","",""
"1066","","","","81.62790697674419","81.62790697674419","81.62790697674419"
"1067","51.31578947368421","51.31578947368421","51.31578947368421","","",""
"1068","","","","","",""
"1069","","","","","",""
"1070","","","","","",""
"1071","","","","","",""
"1072","","","","","",""
"1073","","","","82.32558139534883","82.32558139534883","82.32558139534883"
"1074","63.81578947368421","63.81578947368421","63.81578947368421","","",""
"1075","","","","","",""
"1076","","","","","",""
"1077","","","","","",""
"1078","","","","","",""
"1079","","","","","",""
"1080","","","","83.02325581395348","83.02325581395348","83.02325581395348"
"1081","65.13157894736842","65.13157894736842","65.13157894736842","","",""
"1082","","","","","",""
"1083","","","","","",""
"1084","","","","","",""
"1085","","","","","",""
"1086","","","","","",""
"1087","","","","83.95348837209302","83.95348837209302","83.95348837209302"
"1088","74.34210526315789","74.34210526315789","74.34210526315789","","",""
"1089","","","","","",""
"1090","","","","","",""
"1091","","","","","",""
"1092","","","","","",""
"1093","","","","","",""
"1094","","","","84.41860465116278","84.41860465116278","84.41860465116278"
"1095","72.36842105263158","72.36842105263158","72.36842105263158","","",""
"1096","","","","","",""
"1097","","","","","",""
"1098","","","","","",""
"1099","","","","","",""
"1100","","","","","",""
"1101","","","","86.74418604651163","86.74418604651163","86.74418604651163"
"1102","65.13157894736842","65.13157894736842","65.13157894736842","","",""
"1103","","","","","",""
"1104","","","","","",""
"1105","","","","","",""
"1106","","","","","",""
"1107","","","","","",""
"1108","","","","86.9767441860465","86.9767441860465","86.9767441860465"
"1109","69.07894736842105","69.07894736842105","69.07894736842105","","",""
"1110","","","","","",""
"1111","","","","","",""
"1112","","","","","",""
"1113","","","","","",""
"1114","","","","","",""
"1115","","","","80.93023255813954","80.93023255813954","80.93023255813954"
"1116","65.78947368421052","65.78947368421052","65.78947368421052","","",""
"1117","","","","","",""
"1118","","","","","",""
"1119","","","","","",""
"1120","","","","","",""
"1121","","","","","",""
"1122","","","","77.20930232558139","77.20930232558139","77.20930232558139"
"1123","58.55263157894737","58.55263157894737","58.55263157894737","","",""
"1124","","","","","",""
"1125","","","","","",""
"1126","","","","","",""
"1127","","","","","",""
"1128","","","","","",""
"1129","","","","75.5813953488372","75.5813953488372","75.5813953488372"
"1130","50.6578947368421","50.6578947368421","50.6578947368421","","",""
"1131","","","","","",""
"1132","","","","","",""
"1133","","","","","",""
"1134","","","","","",""
"1135","","","","","",""
"1136","","","","72.32558139534883","72.32558139534883","72.32558139534883"
"1137","64.47368421052632","64.47368421052632","64.47368421052632","","",""
"1138","","","","","",""
"1139","","","","","",""
"1140","","","","","",""
"1141","","","","","",""
"1142","","","","","",""
"1143","","","","75.5813953488372","75.5813953488372","75.5813953488372"
"1144","66.44736842105263","66.44736842105263","66.44736842105263","","",""
"1145","","","","","",""
"1146","","","","","",""
"1147","","","","","",""
"1148","","","","","",""
"1149","","","","","",""
"1150","","","","72.79069767441861","72.79069767441861","72.79069767441861"
"1151","61.8421052631579","61.8421052631579","61.8421052631579","","",""
"1152","","","","","",""
"1153","","","","","",""
"1154","","","","","",""
"1155","","","","","",""
"1156","","","","","",""
"1157","","","","74.65116279069768","74.65116279069768","74.65116279069768"
"1158","73.6842105263158","73.6842105263158","73.6842105263158","","",""
"1159","","","","","",""
"1160","","","","","",""
"1161","","","","","",""
"1162","","","","","",""
"1163","","","","","",""
"1164","","","","72.32558139534883","72.32558139534883","72.32558139534883"
"1165","67.76315789473684","67.76315789473684","67.76315789473684","","",""
"1166","","","","","",""
"1167","","","","","",""
"1168","","","","","",""
"1169","","","","","",""
"1170","","","","","",""
"1171","","","","82.7906976744186","82.7906976744186","82.7906976744186"
"1172","55.921052631578945","55.921052631578945","55.921052631578945","","",""
"1173","","","","","",""
"1174","","","","","",""
"1175","","","","","",""
"1176","","","","","",""
"1177","","","","","",""
"1178","","","","83.72093023255815","83.72093023255815","83.72093023255815"
"1179","74.34210526315789","74.34210526315789","74.34210526315789","","",""
"1180","","","","","",""
"1181","","","","","",""
"1182","","","","","",""
"1183","","","","","",""
"1184","","","","","",""
"1185","","","","86.51162790697674","86.51162790697674","86.51162790697674"
"1186","67.76315789473684","67.76315789473684","67.76315789473684","","",""
"1187","","","","","",""
"1188","","","","","",""
"1189","","","","","",""
"1190","","","","","",""
"1191","","","","","",""
"1192","","","","83.48837209302326","83.48837209302326","83.48837209302326"
"1193","60.526315789473685","60.526315789473685","60.526315789473685","","",""
"1194","","","","","",""
"1195","","","","","",""
"1196","","","","","",""
"1197","","","","","",""
"1198","","","","","",""
"1199","","","","82.32558139534883","82.32558139534883","82.32558139534883"
"1200","69.73684210526316","69.73684210526316","69.73684210526316","","",""
"1201","","","","","",""
"1202","","","","","",""
"1203","","","","","",""
"1204","","","","","",""
"1205","","","","","",""
"1206","","","","84.65116279069768","84.65116279069768","84.65116279069768"
"1207","69.73684210526316","69.73684210526316","69.73684210526316","","",""
"1208","","","","","",""
"1209","","","","","",""
"1210","","","","","",""
"1211","","","","","",""
"1212","","","","","",""
"1213","","","","82.09302325581396","82.09302325581396","82.09302325581396"
"1214","71.05263157894737","71.05263157894737","71.05263157894737","","",""
"1215","","","","","",""
"1216","","","","","",""
"1217","","","","","",""
"1218","","","","","",""
"1219","","","","","",""
"1220","","","","80.93023255813954","80.93023255813954","80.93023255813954"
"1221","67.10526315789474","67.10526315789474","67.10526315789474","","",""
"1222","","","","","",""
"1223","","","","","",""
"1224","","","","","",""
"1225","","","","","",""
"1226","","","","","",""
"1227","","","","83.02325581395348","83.02325581395348","83.02325581395348"
"1228","68.42105263157895","68.42105263157895","68.42105263157895","","",""
"1229","","","","","",""
"1230","","","","","",""
"1231","","","","","",""
"1232","","","","","",""
"1233","","","","","",""
"1234","","","","79.76744186046511","79.76744186046511","79.76744186046511"
"1235","55.921052631578945","55.921052631578945","55.921052631578945","","",""
"1236","","","","","",""
"1237","","","","","",""
"1238","","","","","",""
"1239","","","","","",""
"1240","","","","","",""
"1241","","","","79.53488372093022","79.53488372093022","79.53488372093022"
"1242","","","","","",""
"1243","","","","","",""
"1244","","","","","",""
"1245","","","","","",""
"1246","","","","85.11627906976744","85.11627906976744","85.11627906976744"
"1247","70.0836820083682","70.0836820083682","70.0836820083682","","",""
"1248","","","","","",""
"1249","","","","","",""
"1250","","","","","",""
"1251","","","","","",""
"1252","","","","","",""
"1253","","","","85.5813953488372","85.5813953488372","85.5813953488372"
"1254","42.88702928870293","42.88702928870293","42.88702928870293","","",""
"1255","","","","","",""
"1256","","","","","",""
"1257","","","","","",""
"1258","","","","","",""
"1259","","","","","",""
"1260","","","","86.9767441860465","86.9767441860465","86.9767441860465"
"1261","50","50","50","","",""
"1262","","","","","",""
"1263","","","","","",""
"1264","","","","","",""
"1265","","","","","",""
"1266","","","","","",""
"1267","","","","87.90697674418605","87.90697674418605","87.90697674418605"
"1268","68.82845188284519","68.82845188284519","68.82845188284519","","",""
"1269","","","","","",""
"1270","","","","","",""
"1271","","","","","",""
"1272","","","","","",""
"1273","","","","","",""
"1274","","","","88.37209302325581","88.37209302325581","88.37209302325581"
"1275","72.80334728033473","72.80334728033473","72.80334728033473","","",""
"1276","","","","","",""
"1277","","","","","",""
"1278","","","","","",""
"1279","","","","","",""
"1280","","","","","",""
"1281","","","","91.3953488372093","91.3953488372093","91.3953488372093"
"1282","67.78242677824268","67.78242677824268","67.78242677824268","","",""
"1283","","","","","",""
"1284","","","","","",""
"1285","","","","","",""
"1286","","","","","",""
"1287","","","","","",""
"1288","","","","91.3953488372093","91.3953488372093","91.3953488372093"
"1289","57.53138075313807","57.53138075313807","57.53138075313807","","",""
"1290","","","","","",""
"1291","","","","","",""
"1292","","","","","",""
"1293","","","","","",""
"1294","","","","","",""
"1295","","","","90.69767441860465","90.69767441860465","90.69767441860465"
"1296","58.78661087866109","58.78661087866109","58.78661087866109","","",""
"1297","","","","","",""
"1298","","","","","",""
"1299","","","","","",""
"1300","","","","","",""
"1301","","","","","",""
"1302","","","","90.69767441860465","90.69767441860465","90.69767441860465"
"1303","66.94560669456067","66.94560669456067","66.94560669456067","","",""
"1304","","","","","",""
"1305","","","","","",""
"1306","","","","","",""
"1307","","","","","",""
"1308","","","","","",""
"1309","","","","91.3953488372093","91.3953488372093","91.3953488372093"
"1310","73.84937238493724","73.84937238493724","73.84937238493724","","",""
"1311","","","","","",""
"1312","","","","","",""
"1313","","","","","",""
"1314","","","","","",""
"1315","","","","","",""
"1316","","","","89.30232558139535","89.30232558139535","89.30232558139535"
"1317","76.15062761506276","76.15062761506276","76.15062761506276","","",""
"1318","","","","","",""
"1319","","","","","",""
"1320","","","","","",""
"1321","","","","","",""
"1322","","","","","",""
"1323","","","","92.09302325581396","92.09302325581396","92.09302325581396"
"1324","69.0376569037657","69.0376569037657","69.0376569037657","","",""
"1325","","","","","",""
"1326","","","","","",""
"1327","","","","","",""
"1328","","","","","",""
"1329","","","","","",""
"1330","","","","91.86046511627907","91.86046511627907","91.86046511627907"
"1331","63.80753138075314","63.80753138075314","63.80753138075314","","",""
"1332","","","","","",""
"1333","","","","","",""
"1334","","","","","",""
"1335","","","","","",""
"1336","","","","","",""
"1337","","","","93.48837209302326","93.48837209302326","93.48837209302326"
"1338","67.36401673640168","67.36401673640168","67.36401673640168","","",""
"1344","","","","93.02325581395348","93.02325581395348","93.02325581395348"
"1345","71.33891213389121","71.33891213389121","71.33891213389121","","",""
"1351","","","","92.55813953488372","92.55813953488372","92.55813953488372"
"1352","73.84937238493724","73.84937238493724","73.84937238493724","","",""
"1358","","","","91.86046511627907","91.86046511627907","91.86046511627907"
"1359","71.54811715481172","71.54811715481172","71.54811715481172","","",""
"1365","","","","94.41860465116278","94.41860465116278","94.41860465116278"
"1366","72.38493723849372","72.38493723849372","72.38493723849372","","",""
"1372","","","","92.79069767441861","92.79069767441861","92.79069767441861"
"1373","73.64016736401673","73.64016736401673","73.64016736401673","","",""
"1379","","","","92.79069767441861","92.79069767441861","92.79069767441861"
"1380","67.57322175732217","67.57322175732217","67.57322175732217","","",""
"1386","","","","93.95348837209302","93.95348837209302","93.95348837209302"
"1387","56.90376569037657","56.90376569037657","56.90376569037657","","",""
"1393","","","","92.09302325581396","92.09302325581396","92.09302325581396"
"1394","59.20502092050209","59.20502092050209","59.20502092050209","","",""
"1400","","","","93.72093023255815","93.72093023255815","93.72093023255815"
"1401","72.38493723849372","72.38493723849372","72.38493723849372","","",""
"1407","","","","92.09302325581396","92.09302325581396","92.09302325581396"
"1408","78.03347280334728","78.03347280334728","78.03347280334728","","",""
"1414","","","","95.11627906976744","95.11627906976744","95.11627906976744"
"1415","77.61506276150628","77.61506276150628","77.61506276150628","","",""
"1421","","","","93.48837209302326","93.48837209302326","93.48837209302326"
"1422","75.94142259414225","75.94142259414225","75.94142259414225","","",""
"1428","","","","94.41860465116278","94.41860465116278","94.41860465116278"
"1429","67.36401673640168","67.36401673640168","67.36401673640168","","",""
"1435","","","","96.27906976744185","96.27906976744185","96.27906976744185"
"1436","60.46025104602511","60.46025104602511","60.46025104602511","","",""
"1442","","","","95.5813953488372","95.5813953488372","95.5813953488372"
"1443","60.0418410041841","60.0418410041841","60.0418410041841","","",""
"1449","","","","96.51162790697676","96.51162790697676","96.51162790697676"
"1450","61.08786610878661","61.08786610878661","61.08786610878661","","",""
"1456","","","","95.34883720930233","95.34883720930233","95.34883720930233"
"1457","50.41841004184101","50.41841004184101","50.41841004184101","","",""
"1463","","","","94.41860465116278","94.41860465116278","94.41860465116278"
"1464","69.4560669456067","69.4560669456067","69.4560669456067","","",""
"1470","","","","94.18604651162791","94.18604651162791","94.18604651162791"
"1471","74.6938775510204","74.6938775510204","74.6938775510204","","",""
"1480","","","","95.11627906976744","95.11627906976744","95.11627906976744"
"1481","68.87417218543047","68.87417218543047","68.87417218543047","","",""
"1487","","","","93.02325581395348","93.02325581395348","93.02325581395348"
"1488","70.19867549668874","70.19867549668874","70.19867549668874","","",""
"1494","","","","94.88372093023256","94.88372093023256","94.88372093023256"
"1495","70.19867549668874","70.19867549668874","70.19867549668874","","",""
"1501","","","","95.81395348837209","95.81395348837209","95.81395348837209"
"1502","66.88741721854305","66.88741721854305","66.88741721854305","","",""
"1508","","","","96.74418604651163","96.74418604651163","96.74418604651163"
"1509","66.88741721854305","66.88741721854305","66.88741721854305","","",""
"1515","","","","96.04651162790697","96.04651162790697","96.04651162790697"
"1516","70.19867549668874","70.19867549668874","70.19867549668874","","",""
"1522","","","","96.27906976744185","96.27906976744185","96.27906976744185"
"1523","72.18543046357615","72.18543046357615","72.18543046357615","","",""
"1529","","","","96.04651162790697","96.04651162790697","96.04651162790697"
"1530","68.87417218543047","68.87417218543047","68.87417218543047","","",""
"1536","","","","97.20930232558139","97.20930232558139","97.20930232558139"
"1537","66.88741721854305","66.88741721854305","66.88741721854305","","",""
"1543","","","","97.20930232558139","97.20930232558139","97.20930232558139"
"1544","66.88741721854305","66.88741721854305","66.88741721854305","","",""
"1550","","","","96.97674418604652","96.97674418604652","96.97674418604652"
"1551","67.54966887417218","67.54966887417218","67.54966887417218","","",""
"1557","","","","95.34883720930233","95.34883720930233","95.34883720930233"
"1563","66.88741721854305","66.88741721854305","66.88741721854305","","",""
"1564","","","","95.3219478987","95.34883720930233","95.34883720930233"
"1571","71.2384901284","71.2384901284","71.2384901284","","",""
"1572","","","","93.120985433942","93.120985433942","93.120985433942"
"1579","72.10934481854","72.10934481854","72.10934481854","","",""
"1580","","","","95.3219478987","95.34883720930233","95.34883720930233"
"1587","75.56823048125","75.56823048125","75.56823048125","","",""
"1594","","","","95.3219478987","95.34883720930233","95.34883720930233"
"1601","81.16279069767442","81.16279069767442","81.16279069767442","","",""
"1602","","","","94.438957209","94.438957209","94.438957209"
"1609","80.46511627906976","80.46511627906976","80.46511627906976","","",""
"1610","","","","93.002340987","93.002340987","93.002340987"
"1617","88.13953488372093","88.13953488372093","88.13953488372093","","",""
"1618","","","","93.4543985049","95.34883720930233","95.34883720930233"
"1625","87.67441860465117","87.67441860465117","87.67441860465117","","",""
"1626","","","","97.44186046511628","97.44186046511628","97.44186046511628"
"1633","86.53134483042314","86.53134483042314","86.53134483042314","","",""
"1634","","","","94.44186046511628","94.44186046511628","94.44186046511628"
"1641","87.10723904847891","87.67441860465117","87.67441860465117","","",""
"1648","","","","96.44186046511628","96.44186046511628","96.44186046511628"
"1657","87.10723904847891","87.67441860465117","87.67441860465117","","",""
"1658","","","","96.44186046511628","96.44186046511628","96.44186046511628"
